Review,Aspects,Sentiment
"In the front bar, boisterous neighbors and friends share bottles of wine; the large dining room, with its lovely painted ceiling and oversized portrait of a portly chef, is the destination for serious eating.","['place', 'food', 'ambience', 'staff']","['neutral', 'neutral', 'positive', 'positive']"
"The calamari, the penne and vodka sauce, the friendly service the parking and the open area kitchen to see all the action in the making!","['food', 'service']","['neutral', 'positive']"
staff is still working out their kinks and learning about the menu but no real complaints.,"['staff', 'menu']","['positive', 'neutral']"
"Among us, we ordered a large sampling of the menu, and everyone thoroughly enjoyed their meal.","['menu', 'food']","['neutral', 'positive']"
Service was unbelievably on target down to the smallest detail; our waiter invited us to sample a new desert under consideration for their menu and a new line of ice wines.,"['service', 'staff', 'menu', 'food']","['positive', 'positive', 'neutral', 'neutral']"
"In addition, the manager refused to come over to apologize - but told the waitress to offer us TWO desserts on the house- when there were FOUR people dining.","['staff', 'food']","['negative', 'neutral']"
The waiter disappeared after dropping off the food so I had no choice but to eat it as is.,"['staff', 'food']","['negative', 'neutral']"
"I did not find the wait staff to rude at all, how involved do you really want them in your meal right?","['staff', 'food']","['positive', 'neutral']"
"Half way through the meal my husband had to go to the bar to order his own beer, since the server never came back.","['food', 'place', 'staff']","['neutral', 'neutral', 'negative']"
"To the amusement of our server, I wrote everything down, lest I forget a single morsel (about 21 different dishes).","['staff', 'food']","['positive', 'neutral']"
"It's just a diner, but three decent hearty lunches for 12 bucks?","['place', 'food']","['neutral', 'positive']"
"I ordered a medium Cub burger and it came out well done, not that my server would have noticed since we didn't see her again until she brought the check.","['staff', 'price']","['negative', 'neutral']"
The waiter spent a long time telling us about the menu (and more about his own life history in the process.,"['staff', 'menu']","['negative', 'neutral']"
"In other words, conserative types craving simpler things like grilled chicken or salmon probably would not appreciate Tabla's distinctive and unusual menu.","['food', 'menu']","['neutral', 'negative']"
"The menu sticks to standard Italian dishes--linguine with clam sauce, chicken parmigiana, and fettuccine Alfredo--but the reasonable prices add to the charm.","['menu', 'food', 'price']","['neutral', 'neutral', 'positive']"
The waiter nearly yelled at me when I asked for more water.,"['staff', 'food']","['negative', 'neutral']"
"When I asked for a particular drink, the waitress gave me dirty look and annoyed b/c they didn't know what it was.","['food', 'staff']","['neutral', 'negative']"
"WAY OVER PRICED , HAD MUCH BETTER MEALS FOR JUST OVER HALF THE PRICE IN PLACES JUST AS NICE.","['price', 'food']","['negative', 'positive']"
"then, the waiter had nerve to charge me for the fruit salad and bloody mary (which we didn't drink) that came with the omelet (brunch special).","['staff', 'food']","['negative', 'neutral']"
I had the waiters bring back so much meat that that asked me if I wanted Flank steak for dessert.,"['staff', 'food']","['negative', 'positive']"
The waiter kept pestering us for our order even though we were among the last diners.,"['staff', 'price']","['negative', 'neutral']"
I ordered dessert and it was they gave me the wrong flavor of ice cream.,"['food', 'ambience']","['neutral', 'negative']"
"We started at the bar with a nice bottle of wine, which was priced fairly and sampled several different cheeses.","['place', 'food']","['neutral', 'positive']"
"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.","['service', 'food']","['negative', 'neutral']"
We fully relied on our very capable waiter for choices of the menu and we were not disappointed.,"['staff', 'menu']","['positive', 'neutral']"
The food was abundant and good but wasn't worth the unpleasant wait.,"['food', 'service']","['positive', 'negative']"
"The waiter didn't know the menu, didn't bring more than one item at a time, and put some orders in twice with the kitchen.","['staff', 'menu', 'place']","['negative', 'neutral', 'neutral']"
The rolls are tiny so you have to order more anyway and they will often get your order wrong if you stray from the menu.,"['food', 'menu']","['negative', 'neutral']"
"Into our appetizer, an adjacent table became available, and we asked if we could use it, but the waiter said it most likely was being used.","['food', 'staff']","['neutral', 'negative']"
We reserved the downstair lounge for private parties and the price was fairly reasonable.,"['place', 'price']","['neutral', 'positive']"
"In Short The bi-level dining room, which resembles a bamboo-thatched hut, is a brightly-lit, wide-open space with high ceilings and laminated depictions of Indian village life.","['food', 'place']","['neutral', 'positive']"
"At least the entertainment was free, as we were able to witness one customer wooing a waitress, and another being drenched in milk.","['ambience', 'staff', 'food']","['positive', 'negative', 'neutral']"
"We were immediately seated (the restaurant was no where close to being packed, surprise, surprise) There are very few selections on the menu and the food is not that great and the dining experience at Butter is completely overrated.","['menu', 'food']","['neutral', 'negative']"
"The service was good, but not excellent; however, the waiter was initially huffy with me when my guest was only 5 minutes late, threatening to make me move!","['service', 'staff']","['positive', 'negative']"
"When our entrees came, at least 3 or 4 waiters / waitresses came by at different times to wish us bon apetit.","['food', 'staff']","['neutral', 'negative']"
"the server absolutely did not know what in the world he was talking about when we aske questios about the menu, and he barely spoke English.","['staff', 'menu']","['negative', 'neutral']"
"Warning Service is decent, but it takes forever to get the check.","['service', 'price']","['positive', 'negative']"
"Good food, but bad service.","['food', 'service']","['positive', 'negative']"
"The waiters actually roll their eyes when you order something, as if you are imposing on them by ordering food.","['staff', 'food']","['negative', 'neutral']"
I can't even remember if they serve anything else -- a busy hole in the wall sized place and atmosphere.,"['place', 'ambience']","['negative', 'neutral']"
"We had to wait an hour before our food was served, then another hour inbetween courses, all the while whilst the staff were naughtily hiding in an attempt to avoid our 'where's out food?'","['service', 'food', 'staff']","['neutral', 'neutral', 'negative']"
The Kitchen is only separated from its patrons by glass is immaculate and the service is undeniable heartfelt.,"['place', 'service']","['neutral', 'positive']"
"It was also very reasonably priced, we had 4 bottles of wine, appetizers, dinner, and coffee and our bill was just over 50 per person.","['price', 'food']","['positive', 'neutral']"
"While I would agree with the initial review that Asia de Cuba isn't really Asian or Cuban in its decor, the food was a nice fusion.","['ambience', 'food']","['neutral', 'positive']"
It took a long time for the waiter to bring the check and we had to flag him down.,"['staff', 'price']","['negative', 'neutral']"
Only drawback is the sound level - quite a loud space downstairs - and that might be accounted for with their trendy bar and right off Times Square.,"['food', 'place']","['negative', 'positive']"
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.","['menu', 'food']","['negative', 'positive']"
"The Food It's billed as Asian street food, but since the menu is a creative collaboration between expert chefs Vongerichten and Gray Kunz, dishes show unmistakable finesse.","['food', 'menu']","['neutral', 'positive']"
We told the manager it was not worth a few appetizers to be treated that way and left.,"['staff', 'food']","['neutral', 'positive']"
We would have to flag down the bored looking wait staff to refill our tea.,"['staff', 'food']","['negative', 'neutral']"
I would not recommend this place until they get a new staff that can complement the food.,"['staff', 'food']","['negative', 'neutral']"
"The food was pretty good, but due to our large size (~16) the manager asked us to limit our appetizers to just 3 selections b/c he didn't want to overburden his cooks.","['staff', 'food']","['negative', 'neutral']"
"Our waitress seemed less than happy about the prix fixe dinner choices and at one point said, Do you really need to hear the specials?","['staff', 'food']","['negative', 'neutral']"
The service was good enough for a crowded place.,"['service', 'place']","['positive', 'negative']"
They are negligent in alerting customers when an order is ready - you could end up waiting for half an hour while your food is sitting on their counter getting cold.,"['service', 'food', 'place']","['neutral', 'negative', 'neutral']"
"The bar tender didn't know where the tea was, waiters started making the drinks if the bar tender wasn't around.","['food', 'staff']","['neutral', 'negative']"
The waitress/hostess seemed a bit sad when we told her we weren't ordering dessert (those arepas are deceptively filling!,"['staff', 'food']","['negative', 'neutral']"
"Nice decor and an extensive menu lured me in, but the horrible service and rude staff drove me out.","['menu', 'staff']","['positive', 'negative']"
yes Shrimp not lobster (those are 6 Lbs) try the exotic Fish not on the menu and a must have is the Flower stuffed with lump crab meat.,"['food', 'menu']","['positive', 'neutral']"
"Unlike the reviewer before me, what made me KEEP going back was the great reception I received from the bouncers and I needed several cocktails to endure the waitstaff.","['food', 'staff']","['neutral', 'positive']"
We were the only two people sitting out front and the waiter was unable to provide us with attentive service OR our dinner.,"['service', 'food']","['positive', 'neutral']"
"We finally flagged down another server who brought us more to drink, and then they took forever with the check.","['staff', 'food']","['negative', 'neutral']"
"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.","['staff', 'food']","['negative', 'neutral']"
"Wish the Greenwich street location had more seating like their 2nd Ave location, because one invariably leaves it smelling of grease.","['place', 'food']","['positive', 'neutral']"
"Aside from that, the service is adequate (visible, and will help you if you ask, but lack initiative), and the food, well, could be a lot worse.","['service', 'food']","['positive', 'negative']"
"For a restaurant with such limited menu and wine list, each dish should better be darn good.","['menu', 'food']","['negative', 'positive']"
Waitress kept trying to get us to order more drinks while apologizing but wouldn't even bring bread to keep us from starving.,"['staff', 'food']","['negative', 'neutral']"
"Both appetizers arrived cold/luke-warm, which we had to send back, only to have the waiter tell us that one was supposed to be cold.","['food', 'staff']","['negative', 'neutral']"
"The perfect meal; delux combo raw bar as an appetizer, King crab as your entree.","['food', 'place']","['positive', 'neutral']"
The place was not crowded for dinner on a Sunday night at 8:30pm.,"['place', 'food']","['positive', 'neutral']"
Waiter dropped check on table while I was in the middle of handing my wife her anniversary present.,"['staff', 'price']","['negative', 'neutral']"
Meat wasn't fall-off-the bone (a sign of over-cooking) but was tender and had deep flavor.,"['food', 'ambience']","['negative', 'positive']"
The waiter came back after I had finished my appetizer to correct himself and let me know that it wasn't vegetarian (chicken stock) after all.,"['staff', 'food']","['negative', 'neutral']"
"Food took over an hour despite at least two chasers, we had to track the server down to get extra drinks, the manager seemed to try and deliberately mislead us about the reason behind the delay and in the end the food was poor.","['staff', 'food']","['negative', 'neutral']"
"The place is very loud, good for drinks by the bar not to eat and yell.","['place', 'food']","['negative', 'positive']"
"50, I got the Paella Marinera which was beyond filling in itself, but before it even came, the waitstaff provided more than ample appetizers for my group that by the time that the meal came to us, we were so stuffed, we could barely finish up the meal.","['staff', 'food']","['positive', 'neutral']"
"I thought the bar was fair in terms of decor, but how long do you have wait at the bar before a bartender with an attitude (he wasn't rude, but not friendly) makes you an awful drink, but food was delightful and music light and tasty as well.","['ambience', 'staff', 'food']","['positive', 'negative', 'negative']"
maybe its the cost of top ingredients but 17.,"['price', 'ambience']","['neutral', 'positive']"
"Their menu is limited, they serve miniscule omelettes that may be suitable for a child (with what seems like a teaspoon of stuffing) with a salad (have to pay even more for fries) for $10- which was poorly washed and there were bits of soil all over it!!","['menu', 'food']","['negative', 'neutral']"
"the place looks cool, but the food is not really that good.","['place', 'food']","['positive', 'negative']"
Spend your time sitting on one of their couches enjoying a cocktail from the bar.,"['food', 'place']","['positive', 'neutral']"
I will have to say the food was good and the chance to sample wines not often found in other restaurants was a positive but the abyssmal service left a bad taste.,"['food', 'service']","['positive', 'negative']"
I don't know why people complain about the service - our waiter brought our drinks and food out promptly.,"['staff', 'food']","['positive', 'neutral']"
"And the service is unbearable - I waited for ages to get my drink, got the wrong sushi order, and had my appetizer whisked away prematurely.","['service', 'food']","['negative', 'neutral']"
"Once they took our wine order, it took 45 minutes for it to arrive, even though the waiter was talking to a patron next to us.","['food', 'staff']","['neutral', 'negative']"
"In Short Though it's more of a takeout and delivery operation than a sit-down restaurant, Risotteria does offer eight small tables for those who want to savor their risotto hot off the stove.","['service', 'place', 'food']","['neutral', 'negative', 'positive']"
"The space was unique (even though looking out the skylight windows on a tenament was a bit odd) and the service, happily, was fine.","['place', 'food', 'service']","['positive', 'neutral', 'positive']"
The food and cocktails at SushiSamba were very good; however the seating is so tight and uncomfortable and the service so rushed that I will probably never go back.,"['food', 'place']","['positive', 'negative']"
"Prompt local delivery, minimal seating and counter space.","['service', 'place']","['positive', 'neutral']"
One price for dinner left for no surprises.,"['price', 'food']","['negative', 'neutral']"
"The restaurant has a somewhat unique decor, with portrait of the owner meditating and books about meditation.","['ambience', 'staff']","['positive', 'neutral']"
"Food turned out to be descent, but the waitress disappeared from the moment we placed the order untill she came back with the check.","['food', 'staff']","['positive', 'negative']"
"We asked for more coffee, water and couldn't even get that from our server.","['food', 'staff']","['neutral', 'negative']"
"Even as a stranger, the service at the bar was excellent as was the wait staff who continuously checked back to see if I was okay while waiting for my party.","['service', 'place', 'staff']","['positive', 'neutral', 'positive']"
"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.","['service', 'food']","['positive', 'neutral']"
Great deal for lunch; came to something like $11 with tip and tax!,"['food', 'price']","['negative', 'neutral']"
"The ambience was nice, but service wasn't so great.","['ambience', 'service']","['positive', 'negative']"
"The Food Pies come in three sizes, from a petite five inches (perfect for the solo diner) up to 10.","['food', 'place']","['neutral', 'positive']"
I'd recommend going across the street to Recharge for some healthy burgers and fries before hitting the bar.,"['food', 'place']","['positive', 'neutral']"
But when the bartender messes up the returned drinks something is wrong.,"['staff', 'food']","['negative', 'neutral']"
Order ended up being double the price of a normal lunch.,"['price', 'food']","['negative', 'neutral']"
The waitress lost some points for not refilling our champagne glasses.,"['staff', 'food']","['negative', 'neutral']"
"Although the homefried potatoes were not worth the plate space, next time I'll ask to substitute a nice salad.","['place', 'food']","['negative', 'positive']"
Service was good except the waitress brought over the check before I asked her.,"['service', 'staff']","['positive', 'negative']"
The waiter (someone I know has been working there since it was just LCB) POURED MY WINE FROM THE DIRTY GLASS INTO A CLEAN ONE AND SERVED IT TO ME!,"['staff', 'food']","['negative', 'neutral']"
"In addition, they lack basic ammenities like a toaster, and the decor was shabby, at best.","['food', 'ambience']","['neutral', 'negative']"
"The ambience is extremely romantic, even if you get seated upstairs.","['ambience', 'place']","['positive', 'neutral']"
"The only blemish was our waitress, who left us with empty drinks for quite a long time.","['staff', 'food']","['negative', 'neutral']"
Service is not what one would expect from a joint in this price category.,"['service', 'food']","['negative', 'neutral']"
"The waitress took forever to take our order, we waited almost an hour for our appetizers, and then she asked us whether she even put the order in -- as if we would even know.","['staff', 'food']","['negative', 'neutral']"
Try the Duck Confit Hash (topped with two eggs) or the Beer Battered Fish Chips on the Brunch menu.,"['food', 'menu']","['positive', 'neutral']"
It still took a little while to get our drinks and food - But the atmosphere made up for it.,"['food', 'ambience']","['neutral', 'positive']"
"After our meal,the manager, even took some of his time to sit with us and give us a lesson in Sake 101.","['food', 'staff']","['neutral', 'positive']"
"The rest of the meal was good, but a little over priced for Chinese take out style food.","['price', 'food']","['negative', 'neutral']"
"i mean the place was empty and it seemed to take for ever to get food, drink or the check.","['place', 'food']","['positive', 'negative']"
"Adding insult to injury, the waiter had to ask for the wine bottle by number (where are we?","['staff', 'food']","['negative', 'neutral']"
The drinks were water down and the only BIG thing was the bill.,"['food', 'price']","['neutral', 'negative']"
"Flavorful Indian favorites like vegetable pakora, lamb tikka masala and tandoori chicken, as well as unexpected offerings such as Alaska king crab legs and fried coconut shrimp, are served at extremely reasonable prices.","['food', 'price']","['neutral', 'positive']"
The server was so busy the night we visited that she forgot to put in our food order.,"['staff', 'food']","['negative', 'neutral']"
Service was slow and our drink order took forever (and the place wasn't crowded).,"['service', 'food', 'place']","['negative', 'neutral', 'positive']"
"The waiter was singing while taking our order- the food arrived 30 minutes later and the food was good, but the mules Frites were cold, the steak had to be returned twice-the spinach looked like it was grass from Union Square park with hunks of garlic in it-totally Unacceptable.","['staff', 'food']","['neutral', 'negative']"
"I asked the waitress what this was for and her responses were as follows: We put in an extra shot, We had to use ice in the drink, and It must have been the computer.","['staff', 'food']","['negative', 'neutral']"
"Prices are not cheap, but not expensive but the meal is worth every penny.","['price', 'food']","['negative', 'positive']"
"The service was not great, the wait staff were not clear on the ingredients and or preparation details of the meals.","['staff', 'ambience', 'food']","['negative', 'neutral', 'neutral']"
"The food here is consistently good - the service is not - but it seems that they're getting busier than they can handle, good for them, bad for guests.","['food', 'service']","['positive', 'negative']"
"We should have had the entire restaurant, but the manager let some random lady sit up at the bar because she was a regular.","['staff', 'place']","['negative', 'neutral']"
"I sometimes go here when in the area and though the food is always great, the Basil Chicken and Shrimp Tempura roll in particular, the service has much to be desired.","['food', 'service']","['positive', 'negative']"
"In addition guys, please hire some waitstaff who know both English and your menu.","['staff', 'menu']","['negative', 'neutral']"
"I though the service could have been better, the staff are not experience enough to know how to make the drinks without reading the instructions.","['service', 'food']","['negative', 'neutral']"
"the water guy was extremely attentive, thank god he was because we had to ask him for our waitress many times: for ordering our food, more drinks, dessert and check.","['staff', 'food']","['positive', 'neutral']"
The waiter returned and said the bartender refused to take my drink back because there was nothing wrong with it and I would have to pay for it.,"['staff', 'food']","['negative', 'neutral']"
"They ran out of the drinks my friends ordered, but the staff was eager-to-please and much appreciated.","['food', 'staff']","['neutral', 'positive']"
Enjoy a drink at the bar over fresh shucked oysters.,"['food', 'place']","['positive', 'neutral']"
"Even with our large appetites we could not finish all the food or wine, which has never happened with a tasting menu before.","['food', 'menu']","['neutral', 'positive']"
"The sexy waiter suggested the Pineapple Basil ( I Know is sounds yucky, but MMMM) Martini.","['staff', 'food']","['positive', 'neutral']"
I don't understand the other negative reviews of the service because we had amazing waiter.,"['service', 'staff']","['neutral', 'positive']"
"It was well past 8 pm when they finally got us the check, and we asked for free rounds of champagne to compensate for the poor service (since the wine dinner had started, and were denied.","['food', 'service']","['neutral', 'negative']"
"When the bill came, the waiter snatched it back so he could add the $3 difference to the wine.","['staff', 'food']","['negative', 'neutral']"
The concoction was thrown away a mere two blocks from the Bar.,"['food', 'place']","['negative', 'neutral']"
"Our server seemed out of it, and drinks took 15 minutes to arrive.","['staff', 'food']","['negative', 'neutral']"
After I had complained to a bouncer (the manager would not see me) a waiter was sent over and did get us our drinks.,"['staff', 'food']","['negative', 'neutral']"
although I don't think there is any beef on the menu (but there is plenty of fish and chicken).,"['menu', 'food']","['neutral', 'positive']"
") And don't forget the svc, those waiters stare at you your entire meal, just waiting for you to put your fork down and they snatch the plate away in a second.","['staff', 'food', 'service']","['negative', 'neutral', 'neutral']"
"After we in fact moved to the bar, and I told the waitress which bottle we wanted - the one we had been drinking - we were told we had to order off the limited daily specials list.","['place', 'staff']","['neutral', 'negative']"
"True, the service is hardly on par with the finer restaurants in NYC, but I go for the energy and the tasty tapas-like seafood treats that are perfect with beer or sake.","['service', 'food']","['negative', 'positive']"
The manager came over to our table at the end of our entree course to get our review.,"['staff', 'food']","['positive', 'neutral']"
"I love the food, and have gone back several times, but each time the waitress is a little nastier.","['food', 'staff']","['positive', 'negative']"
"The server rolled his eyes when we ordered only an entree per person (with no appetizers), spoke curtly to us, and ignored our requests for more water etc.","['staff', 'food']","['negative', 'neutral']"
The wait for brunch is kinda long (what can you say?,"['service', 'food']","['negative', 'neutral']"
"My friends and I tried practically every strange, inventive dish on the menu, most of which are very tasty.","['food', 'menu']","['positive', 'neutral']"
The wait staff while attentive did nothing to address the hair that was found in one of our dishes.,"['staff', 'food']","['positive', 'neutral']"
I understand its a very busy night of the week but it is unacceptable that I was hung up on by the hostess twice (I also called back and she refused to answer the phone for 15 minutes) and was told that I should have picked up my food instead of having it delivered.,"['staff', 'food']","['negative', 'neutral']"
Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,"['food', 'staff']","['neutral', 'negative']"
The Captain was showing his impatience for a crowded Monday night and the dinner I was served was not prepared the way he told me it would be.,"['staff', 'food', 'service']","['negative', 'neutral', 'neutral']"
"Food was fine, and the place is pretty cool, but the waitstaff was slow and pretty clueless.","['food', 'place', 'staff']","['positive', 'positive', 'negative']"
"It took an hour for us to order, another hour and 15 min to get our entree's I had to go to the bar to order my champange, and carry it back myself, the waiter got our entrees mixed up and placed them in the wrong place and sat there and watched me switch them around.","['place', 'staff', 'food']","['neutral', 'negative', 'neutral']"
"the atmosphere is that of a diner, but if you get a booth that is the best!","['ambience', 'place']","['positive', 'neutral']"
"If you're tired of the long waits for table at nearby place, then head to Moutarde for a delicious meal that won't keep you waiting.","['food', 'service']","['positive', 'neutral']"
"-4 waiters bustling around though no table was actually being helped -25 minutes to take our order -15 minutes to get the drinks we order -another 20 minutes to get our food -NO apology from the waiter In between our lunch, a man burst out shouting in anger at the lousy service (he asked for ketchup 20 minutes ago and never got it).","['staff', 'food', 'service']","['negative', 'neutral', 'negative']"
"The food is ok, but not worth the prices.","['food', 'price']","['positive', 'negative']"
"not only did we not get our 'bombay' fries until after the entire meal, but we then had to wait nearly an hour for our inattentive waiter to bring our check, and only after we flagged him down.","['food', 'staff']","['neutral', 'negative']"
"1 hour for water, 1 hour for drinks, 1 hour for food, as you can see we were there for almost 5 hours before our bill came, not for enjoyment but pure frustration.","['food', 'price']","['neutral', 'negative']"
"She walked away in a huff, and had the BUSBOY pass on the same message: you can't order coffee because you've already paid (have these people never heard of someone changing their mind?","['staff', 'food']","['negative', 'neutral']"
"What a pleasant surprise to have found a restaurant where you can sit at the bar and feel like a glamourpuss, yet whose staff and even other patrons make you feel like you are already a family friend.","['place', 'staff']","['neutral', 'positive']"
"The Food The Korean dishes here are a bit more delicate than the potent fare found 30 blocks north, but the kitchen is hardly pulling its punches.","['food', 'place']","['positive', 'negative']"
"And the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.","['staff', 'food', 'service', 'price']","['negative', 'negative', 'neutral', 'neutral']"
"It appears to be a charming french outdoor bistro, and the food wasn't bad, but the waiters were clearly tired of dealing with tourists, and didn't handle us with care.","['food', 'staff']","['positive', 'negative']"
"The wait staff was not as attentive as I would have liked, we had to ask several times for water and refills of water, and after the food was served, no one returned to check on us.","['staff', 'food']","['negative', 'neutral']"
Basically the comfort is lacking but the food is the focus.,"['ambience', 'food']","['negative', 'positive']"
"When the food came, it was almost good, but the lack of AC, bad service, and overall apathetic staff, from the HOST, to the MANAGER to the WAITER, ruined the experience.","['food', 'service', 'staff']","['positive', 'negative', 'negative']"
The bar area got a little too crowded but the ambiance was great.,"['place', 'ambience']","['negative', 'positive']"
"Service was a little slow, but going on a Monday night during the Brooklyn Restaurant Week, where 20 bucks each got a friend and I appetizer, entree, and dessert was phenomenal.","['service', 'food']","['negative', 'positive']"
"You'll have to wait for a long time if you're not in with the management or Fernando, but it's worth it, have some campari and cinzano at the bar!","['staff', 'place']","['positive', 'neutral']"
"Not only did the food take an eternity to come out; but the waiter never checked in, explained the delay for the food, or refreshed our drinks.","['staff', 'food']","['negative', 'neutral']"
We sat for 20-40min without water or bread and were basically ignored by the waitstaff.,"['food', 'staff']","['neutral', 'negative']"
"Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.","['service', 'food']","['negative', 'positive']"
"Since the waiter NEVER checked on us during the meal, she never had the chance to ask for hoisin.","['staff', 'food']","['negative', 'neutral']"
"Nonetheless, our waiter gave us prompt service and a smile every time he came over to take an order, bring us drinks, or check up on how we were doing.","['staff', 'service', 'food']","['positive', 'positive', 'neutral']"
The owner circles the place asking patrons if their meals are fine.,"['staff', 'food']","['positive', 'neutral']"
"small portions, average food 6) we ask for the check, the waiter says, ok, and 5 minutes later asks if we want coffee or dessert.","['food', 'price', 'staff']","['neutral', 'neutral', 'negative']"
The food is average the prices high and the whole experience was very upsetting.,"['food', 'price']","['neutral', 'negative']"
"prices were low, you got a good deal, sushi was ok; everybody wins.","['price', 'food']","['negative', 'positive']"
"i went on a thurs night and it was a bit loud due to the many businessmen eating their dinner, but the food and service more than outdid the lack of peaceful dining.","['food', 'service']","['neutral', 'negative']"
"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.","['staff', 'place']","['negative', 'neutral']"
They brought my mother a chicken enchiladas instead of cheese and then it took her 10 minutes to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in Spanish.,"['food', 'staff']","['neutral', 'negative']"
"After dinner the manager grabbed my boyfriend, asked him: Where are you from.","['food', 'staff']","['neutral', 'negative']"
I went to the tasting before Nobu opened and the menu and service has greatly improved since then.,"['menu', 'service']","['neutral', 'positive']"
My party did not love the meats on the menu maybe the pork dumplings but nothing else.,"['menu', 'food']","['neutral', 'positive']"
They need to change the overall decor if they want to get a serious dinner crowd though.,"['ambience', 'food']","['neutral', 'negative']"
It would have been nice to find that out on the website but it took us an hour of waiting for Godot before calling and being told the news that no lunch was prepared for us.,"['service', 'food']","['neutral', 'negative']"
"Also, the waiter wrongly described a wine I had inquired about causing the sommelier to have to make a trip to the table to offer an alternate recommendation.","['staff', 'food']","['negative', 'neutral']"
"i've been there for lunch - when the place is empty- and the waiter spent more time outside, soaking up the sun for himself, like he was a patron.","['food', 'staff']","['neutral', 'negative']"
"I realize that this place has a huge menu and, therefore, will have some not-so-good things, but it's the rudeness of the service that gets to me.","['menu', 'service']","['positive', 'negative']"
"The atmosphere is still to die for, but the wine list has so clearly been pared down and marked up (as a result of higher foot traffic brought in by lots of rave reviews in local publications, perhaps?","['ambience', 'food']","['positive', 'negative']"
"Not only is it the nicest atmosphere with an antique bar and allabaster globes sconces, marble fireplace.","['ambience', 'place']","['positive', 'neutral']"
"After leaving the traditional 15% tip, the waiter ran after us for half a block to confront.","['price', 'staff']","['neutral', 'negative']"
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.","['food', 'service', 'staff']","['positive', 'negative', 'negative']"
"Oh, the prices were not so bad either, we paid $58 for chicken, salmon, one sushi roll, one ceasar salad and soda :).","['price', 'food']","['positive', 'neutral']"
") The food was good, but not at all worth the price.","['food', 'price']","['positive', 'negative']"
"The music is a little bit louder, but the food is excellent.","['ambience', 'food']","['negative', 'positive']"
It's sad that everything about this place was great (even the service and decor) except for the steak.,"['service', 'ambience', 'food']","['positive', 'positive', 'negative']"
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude.","['ambience', 'staff', 'service']","['neutral', 'negative', 'negative']"
"The Food It's a people-pleasing menu, with spaghetti and meatballs, calamari, eggplant Parmesan and other red-sauce classics alongside several more upscale dishes.","['food', 'menu']","['neutral', 'positive']"
the service was very slow and his knowledge of the menu wasnt that good.,"['service', 'menu']","['negative', 'neutral']"
Service was bad enough that we decided to head out after the first round of drinks.,"['service', 'food']","['negative', 'neutral']"
"If you live downtown, definitely grab one of their menus, make a phone call and relax in front of the tv while they pound the pavement to get to you (although they do take about 45 minutes on average to get to you)-- the in restaurant service is likewise very very good.","['menu', 'service']","['neutral', 'positive']"
The mole sauce is not too sweet and adds a nice flavor to the otherwise bland chicken.,"['ambience', 'food']","['positive', 'negative']"
"We went to Steinhof about a week ago and sat at the bar since the place was packed, but they have the full menu at the bar.","['place', 'menu']","['neutral', 'positive']"
"very nice servers, but they seemed more interested in conversing with the regulars than bringing food and being attentive.","['staff', 'food']","['positive', 'neutral']"
"We were charged for the missing appetizer and when I complained to the manager, who never thought to apologize, he blamed the kitchen.","['food', 'staff', 'place']","['neutral', 'negative', 'neutral']"
"One of the waitstaff spilled a huge drink on the floor that splattered everyone nearby, no offering of apology was made or to foot the drycleaning bill and no comp was offered either.","['staff', 'food', 'price']","['negative', 'positive', 'neutral']"
"went here w/ great expectations and was greatly disappointed; the food was good, not great and vastly overpriced- one salad, two pasta dishes, two demi-carafes of red wine- $100 (tax and tip); rediculous; orechiette came w/ so little brocoli rape that it did not have its characteristic flavor; and it is very very loud.","['food', 'ambience']","['positive', 'negative']"
"Between the seven of us we sampled just about everything on the menu, and nothing disappointed (ribs pulled pork seemed like the biggest hits).","['menu', 'food']","['neutral', 'positive']"
"Two Tom's food is excellent, it more than makes up for the lack of decor.","['food', 'ambience']","['positive', 'negative']"
If you are looking for service and all the frills $$$ - Il Mulino is the best for both - if you are looking for a fabulous dinner in/out - this restaurant is it!,"['service', 'food']","['neutral', 'positive']"
"Unfortunately for them, we would have ordered twice as many drinks if we didn't have to wait half an hour for the waitress between every drink.","['food', 'staff']","['neutral', 'negative']"
I made the mistake of coming here with 5 friends for brunch so the wait was extremely long and then we got stuck at the only table big enough for 6 (downstairs near the bathroom away from all of the other patrons) so that was dissapointing but I will be back soon with 1 or 2 friends.,"['food', 'service']","['neutral', 'negative']"
"Our waiter told us he knew all the wines on it quite well, and he did!","['staff', 'food']","['positive', 'neutral']"
